/home/linus/obsidian/,obsidian
/home/linus/Documents/tutorials/,tutorials
/home/linus/Documents/Unterlagen/,unterlagen
/home/linus/Documents/studium/,studium
/home/linus/code/personalwebsite/content/posts/,blog
/home/linus/sources/dwm/,dwm
/home/linus/sources/dmenu/,dmenu
/home/linus/code/scripts/,scripts
/home/linus/.config/nvim/,nvim config
/home/linus/dotfiles/.config/bash/,bashrc config
/home/linus/dotfiles/.config/tmux/,tmux config
/home/linus/Mail/mail@linus-behrens.de/,mail mail@linus-behrens.de

